"web-scraper-order","web-scraper-start-url","pagination","pagination-href","productlinks","productlinks-href","bookimg-src","title","medlemspris","pris","salgstext","ISBN"
"1629473181-799","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",4,"https://www.skalk.dk/webshoppen/?page=4&categories=18858&sort=alphabetical","Dødens store billedbog
                          Medlemspris: 279,96 kr.
                          Pris: 349,95 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788740666175-doedens-store-billedbog/",,"Dødens store billedbog","Medlemspris: 279,96 kr.","Pris: 349,95 kr.","Dødens uhyggelige knokkelmandsskikkelse har været en del af vores forestilling om Døden i lidt over 1000 år. Dødens store billedbog er en kommenteret billedvandring gennem disse 1000 år fra den tidlige middelalders fineste håndskriftillustrationer til heavy metal-bandet Iron Maidens pladecovere.",
"1629473267-845","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",3,"https://www.skalk.dk/webshoppen/?page=3&categories=18858&sort=alphabetical",,,"/Media/DownloadetImages/9788791834301.jpg?width=280&heightratio=1&mode=boxpad",,,,,
"1629472484-522","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical","<","https://www.skalk.dk/webshoppen/?page=13&categories=18858&sort=alphabetical",,,"/Media/DownloadetImages/9788740665833.jpg?width=280&heightratio=1&mode=boxpad",,,,,
"1629471638-177","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",,,"Afrodite i den tidlige græske epik
                          Medlemspris: 180,00 kr.
                          Pris: 225,00 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788763546676-afrodite-i-den-tidlige-graeske-epik/",,"Afrodite i den tidlige græske epik","Medlemspris: 180,00 kr.","Pris: 225,00 kr.","Dette til trods har Afrodite ikke nydt megen opmærksomhed i forskningslitteraturen. Afrodite i den tidlige græske epik udgør således den første systematiske analyse af Afroditeskildringen hos Homer, Hesiod og i de Homeriske Hymner.",
"1629473116-771","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",4,"https://www.skalk.dk/webshoppen/?page=4&categories=18858&sort=alphabetical",,,"/Media/DownloadetImages/9788789466453.jpg?width=280&heightratio=1&mode=boxpad",,,,,
"1629472641-573","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical","<","https://www.skalk.dk/webshoppen/?page=13&categories=18858&sort=alphabetical","Ulvetid
                          Medlemspris: 255,00 kr.
                          Pris: 299,95 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788763863018-ulvetid/",,"Ulvetid","Medlemspris: 255,00 kr.","Pris: 299,95 kr.",,
"1629472550-554","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical","<","https://www.skalk.dk/webshoppen/?page=13&categories=18858&sort=alphabetical","Vikingernes største slag
                          Medlemspris: 295,00 kr.
                          Pris: 349,95 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788740666090-vikingernes-stoerste-slag/",,"Vikingernes største slag","Medlemspris: 295,00 kr.","Pris: 349,95 kr.","I den voldsomt populære, norske forfatter Kim Hjardars femte historiske bog om vikingerne får vi hele historien om vikingernes største slag i et smukt illustreret bind.",
"1629472167-412","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",9,"https://www.skalk.dk/webshoppen/?page=9&categories=18858&sort=alphabetical",,,"/Media/DownloadetImages/9788711567845.jpg?width=280&heightratio=1&mode=boxpad",,,,,
"1629471921-296","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",11,"https://www.skalk.dk/webshoppen/?page=11&categories=18858&sort=alphabetical","Stemmer fra Grønland
                          Medlemspris: 240,00 kr.
                          Pris: 299,95 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788774674849-stemmer-fra-groenland/",,"Stemmer fra Grønland","Medlemspris: 240,00 kr.","Pris: 299,95 kr.","21. juni 2020 – på Grønlands nationaldag – blev statuen af Hans Egede i Nuuk overhældt med rød maling. Siden har debatten bølget om statuen og den fortid, den repræsenterer.",
"1629471901-292","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",11,"https://www.skalk.dk/webshoppen/?page=11&categories=18858&sort=alphabetical","Sundets røde nelliker
                          Medlemspris: 279,96 kr.
                          Pris: 349,95 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788740669145-sundets-roede-nelliker/",,"Sundets røde nelliker","Medlemspris: 279,96 kr.","Pris: 349,95 kr.","Under arbejdet med Sundets røde nelliker har Conny Palmkvist interviewet mange af de tilbageværende slægtninge til medlemmerne af Helsingør Syklub. Bogen bygger også i vidt omfang på ikke offentliggjorte private samlinger.",
"1629472443-505","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",8,"https://www.skalk.dk/webshoppen/?page=8&categories=18858&sort=alphabetical","Kvindernes krig
                          Medlemspris: 170,00 kr.
                          Pris: 199,95 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788711569474-kvindernes-krig/",,"Kvindernes krig","Medlemspris: 170,00 kr.","Pris: 199,95 kr.","En dansk soldats møde med Afghanistans kvinder",
"1629472484-539","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical","<","https://www.skalk.dk/webshoppen/?page=13&categories=18858&sort=alphabetical",,,"/Media/DownloadetImages/9788772889351.jpg?width=280&heightratio=1&mode=boxpad",,,,,
"1629472326-472","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",8,"https://www.skalk.dk/webshoppen/?page=8&categories=18858&sort=alphabetical",,,"/Media/DownloadetImages/9788772183008.jpg?width=280&heightratio=1&mode=boxpad",,,,,
"1629472009-318","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",10,"https://www.skalk.dk/webshoppen/?page=10&categories=18858&sort=alphabetical",,,"/Media/DownloadetImages/9788702234312.jpg?width=280&heightratio=1&mode=boxpad",,,,,
"1629472317-449","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",9,"https://www.skalk.dk/webshoppen/?page=9&categories=18858&sort=alphabetical","Min mors og min mormors gode gamle opskrifter fra Fanø
                          Medlemspris: 142,50 kr.
                          Pris: 189,95 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788772183657-min-mors-og-min-mormors-gode-gamle-opskrifter-fra-fanoe/",,"Min mors og min mormors gode gamle opskrifter fra Fanø","Medlemspris: 142,50 kr.","Pris: 189,95 kr.",,
"1629472167-396","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",9,"https://www.skalk.dk/webshoppen/?page=9&categories=18858&sort=alphabetical",,,"/Media/DownloadetImages/9788779343122.jpg?width=280&heightratio=1&mode=boxpad",,,,,
"1629472145-386","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",10,"https://www.skalk.dk/webshoppen/?page=10&categories=18858&sort=alphabetical","Opstandens underlag
                          Medlemspris: 184,00 kr.
                          Pris: 229,95 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788793312418-opstandens-underlag/",,"Opstandens underlag","Medlemspris: 184,00 kr.","Pris: 229,95 kr.","Opstandens underlag – Det akuttes politik fra Tiananmen over Aleppo til Coronavirus er en titel, der både peger på et filosofisk emne, underlaget, substratet, og på en historisk dimension, de sidste godt tredive år. Så det er opstandenes filosofi og historie, bogen behandler. Dens argumentation er drevet af en sikkerhed og en tvivl. Det er sikkert, at opstandenes regulerende idé er pengenes afskaffelse og at staternes regulerende idé er opretholdelsen af statens voldsmonopol. Der kan derimod være nogen tvivl om det, der viser sig under opstandene, mens de står på, er proletariatet. Bogens argumentation satser på, at der er et proletariat, som opstår nedefra, fra opstandens underlag.",
"1629471557-152","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",,,"Bidrag til Danmarks indvandringshistorie
                          Medlemspris: 224,00 kr.
                          Pris: 279,95 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788740654738-bidrag-til-danmarks-indvandringshistorie/",,"Bidrag til Danmarks indvandringshistorie","Medlemspris: 224,00 kr.","Pris: 279,95 kr.",,
"1629471696-203","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",12,"https://www.skalk.dk/webshoppen/?page=12&categories=18858&sort=alphabetical",,,"/Media/DownloadetImages/9788771846171.jpg?width=280&heightratio=1&mode=boxpad",,,,,
"1629471856-272","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",11,"https://www.skalk.dk/webshoppen/?page=11&categories=18858&sort=alphabetical",,,"/Media/DownloadetImages/9788702241785.jpg?width=280&heightratio=1&mode=boxpad",,,,,
"1629473549-963","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",2,"https://www.skalk.dk/webshoppen/?page=2&categories=18858&sort=alphabetical","Christian lll´s krigsbog
                          Medlemspris: 279,96 kr.
                          Pris: 349,95 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788740667042-christian-lll-s-krigsbog/",,"Christian lll´s krigsbog","Medlemspris: 279,96 kr.","Pris: 349,95 kr.","Christian III’s krigsbog er en næsten 500 år gammel original tysk tekst, ”Kriegs Memorial”, som i dag befinder sig på Det Kgl. Bibliotek, der ikke tidligere har været oversat til dansk. Forfatterne har oversat teksten samt foretaget en transskription af den. Bogen har tilhørt kong Christian III (1503-1559), og forfatterne har sat indholdet i relation til de historiske og krigshistoriske begivenheder omkring Reformationen i Danmark og øvrige Europa, hvilket har givet en enestående mulighed for at belyse forskellige kulturhistoriske aspekter af livet i og omkring en 1500-tals landsknægthær. Christian III’s Krigsbog er bl.a. illustreret med 11 kolorerede helsides illustrationer fra originalmanuskriptet.",
"1629472957-713","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",5,"https://www.skalk.dk/webshoppen/?page=5&categories=18858&sort=alphabetical",,,"/Media/DownloadetImages/9788793423015.jpg?width=280&heightratio=1&mode=boxpad",,,,,
"1629472957-723","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",5,"https://www.skalk.dk/webshoppen/?page=5&categories=18858&sort=alphabetical",,,"/Media/DownloadetImages/9788740668247.jpg?width=280&heightratio=1&mode=boxpad",,,,,
"1629471696-210","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",12,"https://www.skalk.dk/webshoppen/?page=12&categories=18858&sort=alphabetical",,,"/Media/DownloadetImages/9788788415438.jpg?width=280&heightratio=1&mode=boxpad",,,,,
"1629473422-894","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",3,"https://www.skalk.dk/webshoppen/?page=3&categories=18858&sort=alphabetical","DANSK KOLONI I INDIELAND
                          Medlemspris: 315,00 kr.
                          Pris: 349,00 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788799508679-dansk-koloni-i-indieland/",,"DANSK KOLONI I INDIELAND","Medlemspris: 315,00 kr.","Pris: 349,00 kr.","I dag sejlede vor indianske flåde under Ove Gjedde ud af Sundet. Gud give dem lykke.",
"1629472365-486","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",8,"https://www.skalk.dk/webshoppen/?page=8&categories=18858&sort=alphabetical","Magt og mennesker i Danmarks middelalder
                          Medlemspris: 280,00 kr.
                          Pris: 349,95 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788740658514-magt-og-mennesker-i-danmarks-middelalder/",,"Magt og mennesker i Danmarks middelalder","Medlemspris: 280,00 kr.","Pris: 349,95 kr.","Bogen er desuden spækket med flotte illustrationer og særligt tegnede vignetter, der  afspejler middelalderens mangfoldige univers.",
"1629471901-289","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",11,"https://www.skalk.dk/webshoppen/?page=11&categories=18858&sort=alphabetical","Sundets røde nelliker
                          Medlemspris: 279,96 kr.
                          Pris: 349,95 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788740669145-sundets-roede-nelliker/",,"Sundets røde nelliker","Medlemspris: 279,96 kr.","Pris: 349,95 kr.",,
"1629471667-188","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical","»","https://www.skalk.dk/webshoppen/?page=14&categories=18858&sort=alphabetical","Aarhusianske gadenavne: Historien om 760 gade- og vejnavne i Aarhus kommune
                          Medlemspris: 240,00 kr.
                          Pris: 299,95 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788740652468-aarhusianske-gadenavne-historien-om-760-gade-og-vejnavne-i-aarhus-kommune/",,"Aarhusianske gadenavne: Historien om 760 gade- og vejnavne i Aarhus kommune","Medlemspris: 240,00 kr.","Pris: 299,95 kr.",,
"1629472009-332","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",10,"https://www.skalk.dk/webshoppen/?page=10&categories=18858&sort=alphabetical",,,"/Media/DownloadetImages/9788793423527.jpg?width=280&heightratio=1&mode=boxpad",,,,,
